,Questions,Correct,A,B,C,D
153,"Which U.S. President, the first Massachusetts native to hold the office in more than 130 years, was targeted by a would-be suicide attacker before his inauguration?
",John F. Kennedy,Dwight D. Eisenhower,George H.W. Bush,Calvin Coolidge,John F. Kennedy
154,"Which controversial President was the target of an assassination plot that involved hijacking a commercial airliner and crashing it into the White House?
",Richard M. Nixon,George W. Bush,Harry S. Truman,William J. Clinton,Richard M. Nixon
155,"Which President, never elected to the office, was the target of two assassination attempts within three weeks of each other, both by women?
",Gerald R. Ford,Herbert Hoover,Lyndon B. Johnson,Theodore Roosevelt,Gerald R. Ford
156,"Which U.S. President, during whose adminstration a U.S. Embassy in the middle east was seized, was supposedly targeted by Mexican assassins in an attack that never took place?
",Jimmy Carter,William J. Clinton,Jimmy Carter,Gerald R. Ford,Ronald W. Reagan
157,"Which U.S. President, shot by a man who wanted to impress a film actress, was not the original target of the assassination plan?
",Ronald W. Reagan,Ronald W. Reagan,John F. Kennedy,Franklin D. Roosevelt,Gerald R. Ford
158,"Which U.S. President was targeted for assassination by a foreign leader three months after he left office?
",George H.W. Bush,Jimmy Carter,George H.W. Bush,Harry S. Truman,Dwight D. Eisenhower
159,"During the administration of which U.S. President, the last to be given lifetime Secret Service protection, were three attacks carried out against the White House?
",William J. Clinton,Jimmy Carter,George H.W. Bush,Gerald R. Ford,William J. Clinton
160,"Which U.S. President was the target of an assassination attempt during a state visit to the former Soviet republic of Georgia?
",George W. Bush,John F. Kennedy,George W. Bush,Richard M. Nixon,Ronald W. Reagan
161,"This Eddie married One Day at a Time star Valerie Bertinelli.
",Eddie Van Halen,Eddie Murphy,Eddie Foy,Eddie Van Halen,Eddie Albert
162,"Which Edward portrayed Lou Grant on the Mary Tyler Moore show?
",Edward Asner,Edward Asner,Edward Murrow,Edward Bradley,Edward Hooper
163,"This American journalists catch line was Hello America. This is London calling.
",Edward R Murrow,Ed McMahon,Eddie Foy,Ed Sullivan,Edward R Murrow
164,"On The Honeymooners, which was on the air from 1955 - 1956, Ed Norton was portrayed by which actor?
",Art Carney,Art Carney,Eddie Foy,Ed Cole,Jackie Gleason
165,"In 1920, this Eddie founded a company for outdoor clothing in Seattle.
",Eddie Bauer,Eddie Albert,Eddie Bauer,Eddie Van Halen,Eddie Foy
166,"When Elvis Presley appeared on this Eds TV show, the camera was only allowed to show him from the waist up.
",Ed Sullivan,Ed McMahon,Ed Sullivan,Ed Asner,Ed Robinson
167,"Who portrays Edward in the 1990 movie Edward Scissorhands, which tells the story of an artificial man who had scissors instead of hands?
",Johnny Depp,Kurt Russell,Oscar Wide,Johnny Depp,Eddie Albert
168,"For more than 30 years this Ed used to say Heres Johnny.
",Ed McMahon,Ed Bradley,Ed Sullivan,Ed Bauer,Ed McMahon
169,"This actor, whose first name is Eddie, plays Oliver Wendell Douglas in Green Acres.
",Eddie Albert,Eddie Murphy,Eddie Albert,Eddie Foy,Eddie Munster
170,"This Eddie is famous for performing songs such as Drinkin My Baby Off My Mind (1976), You Dont Love Me Anymore (1978), I Love a Rainy Night (1980), Drivin My Life Away (1980), Step by Step (1981).
",Eddie Rabbit,Eddie Van Halen,Eddie Murphy,Eddie Rabbit,Eddie Money
171,"Two Tickets to Paradise, released in 1977 was this Eddies first hit.
",Eddie Money,Eddie Rabbit,Eddie Van Halen,Eddie Munster,Eddie Money
172,"Some of the characters, played by this Eddie are Axel Foley, Quick, and Professor Sherman Klump.
",Eddie Murphy,Eddie Rabbit,Eddie Foy,Eddie Albert,Eddie Murphy
173,"In Pretty Woman Edward Lewis picks up Vivian Ward, a beautiful prostitute, played by Julia Roberts.  Who portrayed Edward?
",Richard Gere,Richard Gere,Kevin Costner,Eddie Murphy,Bob Hope
174,"In 1981,this Ed  joined the staff of 60 Minutes, an investigative television newsmagazine on CBS News.
",Ed Bradley,Edward G Robinson,Ed Bradley,Ed Norton,Ed Asner
175,"Which actress is famous for playing Lisa in the 1985 movie Weird Science?
",Kelly LeBrock,Kelly LeBrock,Kelly Leeds,Kelly Bundy,Kelley Moore
176,"Kellie Shanygne Williams portrayed Laura Winslow on which television sitcom?
",Family Matters,Full House,The Cosby Show,Life Goes On,Family Matters
177,"Kellie Martin, famous for portraying Becca Thatcher in Life Goes On, also played Dr. Lucy Knight on which popular show?
",ER,Scrubs,Grays Anatomy,ER,House
178,"Which of these songs was not recorded by Kelly Clarkson, the first winner of the reality TV show American Idol?
",In The Arms of The Angels,Since U Been Gone,Beautiful Disaster,Behind These Hazel Eyes,In The Arms of The Angels
179,"Kelly Preston, who played Linda in Addicted to Love, married which famous actor in 1991?
",John Travolta,Nicholas Cage,Dennis Quaid,John Travolta,Jeff Bridges
180,"Kelly Rippa, host of  Live with Regis and Kelly, co-stars with which actress on the sitcom Hope and Faith?
",Faith Ford,Hope Ford,Faith Ford,Hope Shanowski,Faith Hill
181,"In 2003, Kelly Osbourne recorded a duet with her father, Ozzy Osbourne, which Black Sabbath song?
",Changes,Papa Dont Preach,One Word,Changes,Shut up
182,"What is the birth name of Kelly Rowland, one of the founding members of the successful musical group Destinys Child?
",Kelendria Trene Rowland,Kellie Diane Rowland,Kelendria Trene Rowland,Kellie Louise Rowland,Kelly Trene Rowland
183,"In the movie The Scorpion King, actress Kelly Hu co-starred with which former WWF wrestling champion?
",The Rock,The Rock,Sean Micheals,Brett Hart,Hulk Hogan
184,"The popular musical Singin in The Rain, released in 1952 starred dancer/actor Art Kelly.
",False,False,True,,
185,"Mostly known as a hero, Vlad Dracula was born in a noble family. His surname comes from the order to which his father belonged. What was its name?
",The Order of the Dragon,The Order of Templars,The Order of Saint-John,The Order of the Dragon,The Order of the Hatchet
186,"Once enthroned, Vlad became famous for his favourite torture - the impalement. It earned him this nickname, which meant the impaler.
",Tepes,Radu,The Ottoman,Mircea,Tepes
187,"Dracula was a great defender of Christianity - he built 5 monasteries. That is why he initially had the blessing of this authority.
",The Vatican,The local clergy,The Orthodox Patriarch,The Christian church in Romania,The Vatican
188,"The title count was invented by Bram Stoker in his famous novel. This is what the real title of Dracula was.
",Prince,Tsar,King,Duke,Prince
189,"The Order to which his family belonged fought against this empire.
",Ottoman,Russian,Ottoman,Austro-Hungarian,Roman
190,"At the age of 45 Dracula was killed in a battle. This is what happened to him after his death.
",His head was cut off.,His body was thrown in a river.,He was proclaimed a National patron.,His head was cut off.,He was buried in the place of the battle.
191,"In the mid 1980s a Dracula disease was found. Its characteristics included pointed teeth, excessive hair, extreme sensitivity to light, and the need for blood. This is the medical name of the disease.
",Porphyria,Sickle Cell Anemia,Hematology,Raynauds phenomenon,Porphyria
192,"These people are not doomed to become a vampire according to Romanian legends.
",Homeless people,Illegitimate children,Homeless people,The seventh son of a seventh son,Unbaptized children
193,"Parents in Romania used to threaten their children by telling them that Dracula would come if they were not good.
",True,True,False,,
194,"Draculas mansion was in Novi Sad.
",False,False,True,,
195,"In 1967, John Lennon of the Beatles bought an island called Dorinish which was located in what part of the world?
",Ireland,Mediterranean Sea,Sea of Japan,Ireland,Caribbean Sea
196,"Pope John Paul II, the first non-Italian Pope since 1522, was born in which European country?
",Poland,Germany,Poland,Spain,The Netherlands
197,"Which one of these statements about U.S. President John F. Kennedy is true?
",He was the first U.S. President born in the 20th century.,He was a devoted Evangelical Presbyterian.,He was the first U.S. President born in the 20th century.,He was the 36th President of the United States.,"He was born in Boston, Massachusetts."
198,"The famous pirate Long John Silver, a fictional character from the book Treasure Island, has what body part missing?
",Leg,Leg,Ear,Arm,Hand
199,"What was the nickname of John Simon Ritchie-Beverly, member of English punk band The Sex Pistols?
",Sid Vicious,Sid Vicious,Jon the Bomb,Johnny Rotten,John Lock
200,"According to the Canonical Gospels, how did Saint John the Baptist die?
",He was beheaded.,He was hanged.,He drowned.,He was beheaded.,He was crucified.
201,"John Locke, a character from the television series Lost, was named after what real historical figure?
",A philosopher,A philosopher,A fictional character from Mark Twains books.,A musician,A sailor
202,"Which one of these names of popular musicians is the real birthname of that musician?
",John Frusciante,Elton John,Jon Bon Jovi,John Frusciante,John Paul Jones
203,"Which American author, born in 1955, wrote the bestselling books A Time to Kill, The Pelican Brief, The Client, The Runaway Jury and The Firm?
",John Grisham,Jonathan Swift,John Grisham,John D. Fitzgerald,John Updike
204,"Which one of these famous Western movies did not star American actor John Wayne?
","The Good, the Bad and the Ugly","The Good, the Bad and the Ugly",The Alamo,How the West Was Won,The Man Who Shot Liberty Valance
205,"Who were the Spanish monarchs who funded the discovery of the New World?
",Ferdinand and Isabella,Elizabeth and Sir Francis Drake,Catherine and Peter the Great,Henry and Jane Seymour,Ferdinand and Isabella
206,"Which of the following historic persons makes up a famous duo with Julius Caesar as one half?
",Cleopatra,Octivia the Younger,Ankes-en-aten,Cleopatra,Agrippina
207,"Who was the other half of this famous twosome: Mark Antony and ...?
",Cleopatra,Caludia,Calpurinaia,Cleopatra,Agrippina
208,"Who was the long-suffering wife of the Greek god Zeus?
",Hera,Hera,Juno,Aphrodite,Athena
209,"Which of the following women was not a wife of King Henry VIII of England?
",Anne Hathaway,Anne Hathaway,Catherine of Aragon,Catherine Parr,Anne Bolyen
210,"Who was the husband of Archduchess Marie Antoinette of Austria?
",Louis XVI,Louis XIV,Napoleon,Louis XVI,Louise XV
211,"Who was Napoleons favorite wife?
",Josephine,Queem Beatrice,Josephine,Marie Louise,Elizabeth I
212,"Aside from his One God, who was the human love in Egyptian Pharaoh Akhenatens life?
",Nefertiti,Hatshepsut,Cleopatra,Nerferatari,Nefertiti
213,"Who was the great love of Italian poet Dante Alighieris life?
",Beatrice,Angelina,Beatrice,Christina,Geraldine
214,"In the 1897 play Cyrano de Bergerac, who was the one love of the great-nosed poet?
",Roxanne,Roxanne,Manuella,Susan,Consuella
215,"Old West gunman Harvey Logan was also known as Kid Curry.
",True,False,True,,
216,"Frank James became a shoe salesman after giving up the outlaw life.
",True,False,True,,
217,"Old West outlaw Jesse James formed a gang with Cole Younger.
",True,True,False,,
218,"Newspapers sometimes mistakenly listed the name of an infamous Old West gunman as Johnny Ringgold instead of Johnny Ringo.
",True,False,True,,
