,Questions,Correct,A,B,C,D
201,"During these Summer Olympics, 11 members of the Israeli team were taken hostage and later killed by Palestinian terrorists.
",Munich 1972,Barcelona 1992,Montreal 1976,Munich 1972,Los Angeles 1984
202,"This animal, possessing qualities such as resistance, strength and liveliness, was the first Olympic animal mascot, chosen for the1972 Munich Olympic games.
","Waldi, the dachshund","Amik, the beaver","Waldi, the dachshund","Cobi, the dog","Sam, the eagle"
203,"This advertising slogan of Nike triggered harsh criticism during the 1996 Olympic Games in Atlanta, because it was in contradiction with the Olympic principles.
",â€˜You donâ€™t win silver â€“ you lose goldâ€™.,â€˜Exceed. Why compromise?â€™.,â€˜Nobody is perfect. My name is nobodyâ€™.,â€˜You donâ€™t win silver â€“ you lose goldâ€™.,â€˜Common sense. Uncommon resultsâ€™
204,"This person, president of the International Olympic Committee from 1980 to 2001, was criticised for widespread corruption in IOC members during his term, as well as for his ties with the former fascist government in his country.
",Juan Antonio Samaranch,Franco Carraro,Thomas Bach,Joao Havelange,Juan Antonio Samaranch
205,"The first official Winter Olympic games, initially called â€˜The International Winter Sports Week, were held in 1924 in this Alpine town.
",Chamonix,Bormio,Chamonix,Davos,Kitzbuhel
206,"The International Olympic Committee, created in June of 1894 to revive the Olympic Games, is the supreme authority of the Olympic Movement.  It is based in which city?
",Lausanne,Lausanne,Geneva,Davos,Paris
207,"American professional wrestler John Cena was born in Tampa, Florida in 1975.
",False,True,False,,
208,"Who was the wrestler that knocked Lilian Garcia off the ring apron during the 5th edition of RAW?
",Charlie Haas,Charlie Haas,Johnny Nitro,Shelton Benjamin,Kane
209,"Which member of the McMahon family tried to drug Triple H backstage in one of the editions of  Raw?
",Shane McMahon,Shane McMahon,Linda McMahon,Vince McMahon,Stephanie McMahon
210,"Amy  Dumas, an American professional wrestler, goes by what ring name?
",Lita,Victoria,Mickie James,Candice Michelle,Lita
211,"Who was the second wrestler to become Mr. Money in the Bank?
",RVD,Edge,Mick Foley,Snitsky,RVD
212,"The real name of Canadian professional wrestler Trish Stratus is Patricia Sue Stratus.
",False,False,True,,
213,"Professional wrestler JBL wrote a book titled Get More Cash Instantly.
",False,True,False,,
214,"In 1958, Ted Williams signed an extension with the Boston Red Sox to make him the highest paid player in Major League Baseball at the time. How much was it for?
","$135,000","$206,000","$73,000","$527,000","$135,000"
215,"This former Major League Baseball center fielder was the first player ever taken in an amateur draft by the Seattle Pilots.
",Gorman Thomas,Tommy Davis,Bob Coluccio,Steve Hovley,Gorman Thomas
216,"This Major League baseball player, who spent his career with the Chicago Cubs and St. Louis Cardinals, was elected to the Baseball Hall of Fame in 1985.
",Lou Brock,Hank Aaron,Willie Stargell,Lou Brock,Red Schoendienst
217,"This baseball star of the 1950s was the second black player to be signed by a Major League team.
",Larry Doby,Larry Doby,Minnie Minoso,Josh Gibson,Satchel Paige
218,"On September 11, 1985, Pete Rose hit a home run to break Ty Cobbs career hits record of 4,192 hits.
",False,True,False,,
219,"This baseball star won his only MVP award in 1923.
",Babe Ruth,Yogi Berra,Willie Mays,Babe Ruth,Roy Campanella
220,"Five players were elected to the Baseball Hall of Fame in the first balloting in 1936. The first four were Ty Cobb, Babe Ruth, Honus Wagner, Christy Mathewson. Who was the fifth inductee?
",Walter Johnson,Cy Young,Walter Johnson,Nap Lajoie,Clark Griffith
221,"Barry Bonds hit the headlines since he became a rookie for which of these teams?
",Pirates,Giants,Astros,Mets,Pirates
222,"Which team did Babe Ruth start his career with?
",Red Sox,Braves,Yankees,White Sox,Red Sox
223,"Ken Griffey Jr. has played with the Reds but which other team did he start his career with?
",Mariners,Red Sox,Mariners,Braves,Cardinals
224,"Ernie Banks, known as Mr. Cub, started his career with which team?
",Cubs,Pirates,Giants,Cubs,Dodgers
225,"Which of these teams did Alex Rodriguez start his career with?
",Mariners,Angels,Rangers,Yankees,Mariners
226,"Jeff Bagwell was drafted by the Red Sox but started his career with which team?
",Astros,Mets,Orioles,Astros,Phillies
227,"Dale Murphy played his last game on May 21, 1993 for the Colorado Rockies and he started his career with which of these teams?
",Braves,Mariners,Phillies,Reds,Braves
228,"Reggie Jackson was inducted into the Baseball Hall of Fame in 1993. Which team did he start his career with?
",Athletics,Athletics,Angels,Yankees,Orioles
229,"While Sammy Sosa gained most of his fame with the Cubs, which team did he debut for?
",Rangers,Cubs,Rangers,Orioles,White Sox
230,"Frank Robinson had a long and successful playing career. Which team did Frank debut with on April 17, 1956?
",Reds,Cardinals,Reds,Orioles,Cubs
231,"Who of the following never played quarterback for Alabama Crimson Tide?
",Archie Manning,Bart Starr,Joe Namath,Kenny Stabler,Archie Manning
232,"This quarterback won the 1966 Heisman Trophy.
",Steve Spurrier,Archie Manning,Steve Spurrier,Joe Namath,Bert Jones
233,"Former Minnesota Viking and New York Giant quarterback Fran Tarkenton played for what SEC team?
",Georgia Bulldogs,Florida Gators,LSU Tigers,Tennessee Vols,Georgia Bulldogs
234,"In 1969 this quarterback passed for three touchdowns and 436 yards against Alabama, but the Tide won 33-32,
",o is he?,Archie Manning,Steve Spurrier,Archie Manning,Bert Jones
235,"What year did Auburns Pat Sullivan win the Heisman Trophy?
",1971,1972,1970,1973,1971
236,"This quarterback won the 1996 Heisman Trophy.
",Danny Wuerffel,Danny Wuerffel,Peyton Manning,Eli Manning,Archie Manning
237,"This former college quarterback went on to play running back for the Dallas Cowboys and then became a head coach in the NFL.
",Dan Reeves,Bert Jones,Dan Reeves,Calvin Hill,Robert Newhouse
238,"Of the following SEC quarterbacks, which one did not come in second in the Heisman Trophy voting?
",Eli Manning,Heath Shuler,Peyton Manning,Rex Grossman,Eli Manning
239,"Where did Ben Wallace, signed by the Chicago Bulls in 2006, play college basketball?
",Virginia Union,Virginia Commonwealth,Virginia Union,UNC-Wilmington,Iona
240,"Where did Scottie Pippen play college basketball?
",Central Arkansas,Texas Tech,SE Oklahoma,Central Arkansas,Southern Mississippi
241,"Wally Szczerbiak , who spent much of his childhood in Europe, played basketball at what college?
",Miami (Ohio),Indiana State,Ball State,Miami (Ohio),Bowling Green
242,"Which one of these basketball players did not attend the University of Arizona?
",Desmond Mason,Loren Woods,Desmond Mason,Mike Bibby,Michael Dickerson
243,"Danny Granger played basketball at what college?
",New Mexico,Wyoming,Colorado State,Utah State,New Mexico
244,"Brad Miller of the Sacramento Kings played basketball at what Big Ten University?
",Purdue,Penn State,Michigan State,Wisconsin,Purdue
245,"Quentin Richardson, who signed with the New York Knicks in 2005, played college basketball at what school?
",DePaul,Memphis,DePaul,Missouri,Cincinnati
246,"NBA player Eddie Jones played college basketball at what school?
",Temple,Houston,Alabama,Temple,Villanova
247,"Where did New Jersey Net guard Jason Kidd go to college?
",California,UCLA,USC,California,Arizona
248,"Jason Williams, nicknamed White Chocolate, played college basketball at the University of Florida in 1998. What school did Williams play for before he transferred to Florida?
",Marshall,West Virginia,Marshall,Cincinnati,Western Kentucky
249,"What former professional wrestler won the 1986 Slammy Award for Best Male Performance?
",Junk Yard Dog,Hulk Hogan,Roddy Piper,Junk Yard Dog,Mr. Wonderful
250,"Big John Studd wrestled for Fritz Von Erichs World Class promotion under which identity?
",Captain USA,The Assassin,Captain USA,John Bolder,Big Ben Caster
251,"Who was the first King of the Ring?
",Don Murraco,Brett Hart,Don Murraco,Bob Orton,Ted Dibiase
252,"Cowboy Bob Orton wrestled at the first Starrcade, and won.
",True,True,False,,
253,"Who was the winner of the WWF champion vs. the NWA champion match in 1980?
",Bob Backlund,Harley Race,Dusty Rhodes,Ric Flair,Bob Backlund
254,"Hulk Hogan had two title defences on Saturday Nights Main Event in 1985. Which of the listed wrestlers was one of his opponents?
",Cowboy Bob Orton,Roddy Piper,Cowboy Bob Orton,Big John Studd,Mr. Wonderful
255,"In 1979, this wrestler won the PWI Rookie of the year award, by the name of Sweet Brown Sugar. He went on to lose all three of his Wrestlemania appearances, and was a mid-carder at best in the WWF.
",Koko B. Ware,Koko B. Ware,Butch Reed,Virgil,Bad News Brown
256,"Which wrestler, winner of the PWI awards for most popular wrestler of the year, and most hated wrestler of the year, was also the first runner-up for the most inspirational wrestler of the year award in 1983?
",Roddy Piper,The Undertaker,Ric Flair,Roddy Piper,Randy Savage
257,"What was the name of the minor league baseball team, featured in the 1987 movie Long Gone starring William L. Peterson?
",Tampico Stogies,St. Pete. Cardinals,Tampico Stogies,Tampa Cigars,St. Peter.
258,"In the film Mr. Baseball, Tom Selleck portrays an aging New York Yankees player who is traded to what Japanese baseball team?
",Nagoya Chunichi Dragons,Seibu Lions,Yomiuri Giants,Nagoya Chunichi Dragons,Nippon Ham Fighters
259,"The movie Eight Men Out depicts the scandal that followed after several Chicago White Sox players allegedly accepted money to play poorly in the 1919 World Series against the New York Giants.
",False,False,True,,
260,"In what year did the the Southeastern Conference (SEC) receive permission from the NCAA to conduct an annual championship game in football?
",1992,1990,1991,1992,1993
261,"What two teams played the first overtime game in the history of Division-I college football?
",Toledo and Nevada,Toledo and Nevada,Arkansas and Ole Miss,Washington and Washington State,Auburn and Georgia
262,"Charles Woodson, who won the Heisman trophy in 1997, played in what position?
",Cornerback,Wide Receiver,Quarterback,Cornerback,Halfback
263,"Before becoming head coach of the University of Alabama football team, Paul Bear Bryant was head coach of three other university teams. Name the team which he did not coach.
",Texas Tech,Kentucky,Texas AM,Maryland,Texas Tech
264,"Who was the head coach at Florida State, who preceded Bobby Bowden?
",Darrell Mudra,Bill McCartney,None Of These,Darrell Mudra,Lee Corso
265,"This man, who was head coach at The Ohio State University for 28 years, delivered the following words: There was no one who had better people than I did, or better football players. And, we outworked the other teams.
",Woody Hayes,Knute Rockne,Dan Devine,Woody Hayes,Lou Holtz
266,"The Rose Bowl is an annual American college football game, usually played on January 1.
",True,True,False,,
267,"Despite losing the 1950 World series in four straight games, this baseball team was nicknamed The Whiz Kids.
",Phillies,Dodgers,Braves,Phillies,Cubs
268,"Americas Team is a commonly used nickname for the Dallas Cowboys.
",True,True,False,,
269,"This NHL team was nicknamed The Broad Street Bullies during their first ever winning season in 1973.
",The Philadelphia Flyers,The New York Rangers,The Chicago Blackhawks,The Philadelphia Flyers,The St Louis Blues
270,"From 1962-1968, this baseball team was known by the nickname, The Lovable Losers, but in 1969 a miracle happened and they won the World Series.
",The Mets,The Mets,The Giants,The Reds,The Pirates
271,"The Boston Red Sox are also known by the nickname The Old Town Team.
",True,True,False,,
272,"Which of the following is the nickname of The Atlanta Braves?
",The Bravos,The Georgians,The Peaches,Teds Boys,The Bravos
273,"When keeping a box score of a baseball game, what is the number of the catcher?
",2,1,2,4,3
274,"Which of the following statements about the position of the catcher in baseball is true?
",The catcher is the only player in professional sports who is in foul territory before each play.,There is no limit on the maximum size for a catchers mitt.,The catcher is the only player in professional sports who is in foul territory before each play.,The catcher almost always bats last or next to last.,Every team is required to have at least three catchers on their roster.
275,"This player was the first catcher in the history of professional baseball to play close to the batter.
",Charles Zimmer,Willard Hershberger,Larry McLean,Nat Hicks,Charles Zimmer
276,"Who was the first catcher in the history of baseball to wear a mask?
","Fred Thayer, 1877","Muddy  Ruel , 1924","Fred Thayer, 1877","Bill Lennon, 1871","Hank Gowdy, 1917"
277,"On June 28, 1907, this Yankees catcher was unable to throw out any of the 13 Washington Senators who stole second base.
",Branch Rickey,Branch Rickey,Ray Schalk,John McGraw,Casey Stengel
278,"In 1960, the New York Yankees set a record for having three catchers each of whom hit at least twenty home runs. Who were they?
","Yogi Berra, Elston Howard, Johnny Blanchard","Yogi Berra, Elston Howard, Thurmon Munson","Yogi Berra, Sammy White, Elston Howard","Yogi Berra, Elston Howard, Hank  Bauer","Yogi Berra, Elston Howard, Johnny Blanchard"
279,"In what year did baseball catchers first started using chest protectors?
",1885,1895,1915,1905,1885
