,Questions,Correct,A,B,C,D
178,"In China they called this movie Night In The Cramped Forest. What is its real title?
",The Blair Witch Project,The Blair Witch Project,Back to School,Ginger Snaps,In the Cut
179,"What movie title was translated in China as Mr Cat Poop?
",As Good As It Gets,Savage Sam,Hard Knocks,As Good As It Gets,I Now Pronounce You Chuck  Larry
180,"The title of what movie was translated in China as His Great Device Makes Him Famous or His Powerful Device Makes Him Famous?
",Boogie Nights,American Translation,Boogie Nights,The Black Dahlia,An American Werewolf in London
181,"What movie title was translated into Chinese as This Hit Man Is Not as Cold as He Thought?
",Leon: The Professional,Collateral,The Killer,Beantown,Leon: The Professional
182,"In China this movie was called The Big Liar.
",Nixon,Deceiver,Liar Liar,The Breakfast Club,Nixon
183,"What movie title was translated in China as Trump Card Big Liar?
",Austin Powers,Cable Guy,High Crimes,Deceiver,Austin Powers
184,"What movie title was translated in China as Earth And Comet Collide?
",Deep Impact,Deep Impact,Night of the Comet,Post Impact,Meteor
185,"The title of this American movie was translated in China as A Very Powerful Whale Runs To Heaven.
",Free Willy,"Surfer, Dude",Orca,Free Willy,The Sea Gypsies
186,"What American movie is known in China under the title I Will Marry A Prostitute and Save Money?
",Pretty Woman,Pretty Woman,Blood Diamond,Kill Bill,Jack the Ripper
187,"What movie title was translated in China as Son of Devil?
",Junior,Bedazzled,Junior,Village of the Damned,Damien
188,"What one-word movie title was translated in China as The Happy Dumpling-to-be Who Talks And Solves Agricultural Problems?
",Babe,Donkeys,Jaguar,Elephant,Babe
189,"What movie title was translated in China as Run! Ruuunnnn! Cloudzillaaaaa!?
",Twister,Tornado,Take Shelter,Twister,Four Sheets to the Wind
190,"I met this gal in a bar, and one thing led to another, I said, Lets go back to my place. She said, Oh, do you have cable? I said, ________________________
","No, but I have some old ropes that should do just fine.","Yes, but I didnt think we would be watching TV.","No, but I have a satellite dish.","No, but I have some old ropes that should do just fine.","Yes, and I have a refrigerator and microwave as well."
191,"A drunk stammers out of a bar and runs right into two priests. He says, Im Jesus Christ. The first priest says, No, son, youre not. So the drunk says it to the second priest. The second priest says, No, son, youre not. The drunk says, Look, I can prove it. He walks back into the bar with the two priests. The bartender takes one look at the drunk and exclaims,
","Jesus Christ, youre here again?","Sweet Mother Mary Malone, not again!","Oh God, not you!","Jesus Christ, youre here again?",Back again to pay your bill?
192,"A kangaroo walks into a bar. He orders a beer. The bartender says, Thatll be $10. You know, we dont get many kangaroos coming in here, you know. The kangaroo says, ______________________
","At $10 a beer, its not hard to understand.","Well, when we get drunk we get hopping mad.","Well, the bars just not that convenient for us.","At $10 a beer, its not hard to understand.",Im really a wallaby in drag.
193,"A man walks into a bar and says, Give me a beer before problems start! Again, the man orders a beer again saying, Give me a beer before problems start! The bartender looks confused. This goes on for a while, and after the fifth beer the bartender is totally confused and asks the man When are you going to pay for these beers? The man answers, ________________
",Now the problems start!,"Gee, I though they were free!",I dont have any money.,"I would, if I could, but I cant.",Now the problems start!
194,"A patron ordered a Manhattan. When served there was a piece of parsley floating in the glass. What in the world is this? asked the man.The bartender replied, ________________
",Central Park.,Floating Greens.,Its free so get over it.,Central Park.,Its better than the poison ivy we used last week.
195,"A piece of string walked into a bar and said Gimme a beer! but the bartender said Get outta here! We dont serve your kind here! So the string left, but he was thirsty, and he really wanted a beer, so he messed up his hair real badly and looped himself around until he had tied himself into a knot. When the string went back into the bar, the bartender looked at him suspiciously and said Arent you that worthless piece of string I just threw outta here? No, the string replied,
",Im a frayed knot!,"Are you kidding, Im a mess!",Im afraid not!,Im a frayed knot!,Do I look like him?
196,"A guy walks into a bar and there is a horse behind the bar serving drinks. The guy is just staring at the horse, when the horse says, What are you staring at? Havent you ever seen a horse serving drinks before? The guy says, _________________________
","No, I never thought the parrot would sell the place.",Yes but I thought it was over on the next block.,Well go next door and see whos the bartender.,"No, I never thought the parrot would sell the place.","Boy, you sure havent been around this neighborhood before."
197,"A drunk guy is sitting in a bar. There is a very buxom lady a few seats down. A fellow at the end of the bar calls for a beer. The bartender fills the mug and slides it down the bar. It hits the ladys breasts and spills all over them. The bartender goes over, retrieves the glass and licks the beer off of her breasts. This happens a couple more times. The next time, the drunk jumps up and starts to lick her breasts. She decks him. Hes laying on the floor and moans, Why do you let the bartender do it? _____________________
",Because he has a liquor license!,He has a smoother tongue!,Because he has a liquor license!,Because hes my husband!,Why not!
198,"This mushroom walks into a bar and starts hitting on this woman. She, of course, turns him down. Not willing, to give up, he pleads with her, ____________________
","Cmon lady, Im a fun guy.","Cmon lady, Im a fun guy.","Picky, picky picky.","I just got out of prison, so plllllleaaasssseeeee.",But guys just want to have fun.
199,"A man walked into a bar and sat down next to a man with a dog at his feet. Does your dog bite? he asked. No. A few minutes later the dog took a huge chunk out of the mans leg. I thought you said your dog doesnt bite! he said indignantly. The other guy replied, __________________
",Thats not my dog.,Thats not my dog.,April Fool,Guess your feet stink.,It smelled too good to pass up.
200,"If you sight a whale, it could be a ___________.
",fluke,fluke,dolphin,rock,shark
201,"I used to work in a blanket factory but it ___________.
",folded,switched owners,went bankrupt,closed,folded
202,"If you break a string on your guitar dont ___________.
",fret,pop,cry,snap,fret
203,"Im glad I know sign language, its _________________.
",pretty handy,quite interesting,really neat,quiet,pretty handy
204,"I used to have a fear of hurdles, but I _______________.
",got over it,stumbled through them,gave up and went swimming,found my stride,got over it
205,"When a clock is hungry it goes back __________.
",four seconds,four seconds,again,four more,for seconds
206,"Shes happy to make a pair of pants for you, or at least ____________.
",sew it seams,sew it seams,sew it seems,so it seems,so it seams
207,"I relish the fact that youve ______  the strength to______  to me.
",mustard - ketchup,mustard - ketchup,mustard - catch up,None of these,mustered - ketchup
208,"Mummies are bound to be _________.
",uptight,preserved,calcified,old,uptight
209,"She got fired from the hot dog stand for ________________.
",putting her hair in a bun,stealing the hot dogs,putting her hair in a bun,keeping the dogs in sight,her relish for the boss
210,"The title of what movie was translated in China as Six Naked Pigs?
",The Full Monty,School of Rock,Billy Elliot,Waynes World,The Full Monty
211,"Which movie title was translated in China as Mysterious Murder in Snowy Cream?
",Fargo,In Bruges,Carlitos Way,Blood Simple,Fargo
212,"Which movie title was translated in Germany as A Twin Seldom Comes Alone?
",The Parent Trap,Daddy Day Care,Cheaper by the Dozen,The Parent Trap,The Little Rascals
213,"Which movie title was translated in Japan as Captain Supermarket?
",Army Of Darkness,Army Of Darkness,Dead Alive,Gremlins,House
214,"Italians seem to be pretty level headed but when I saw the title Please Do Not Touch the Old Women, I began to wonder. What film does this refer to?
",The Producers,The Meaning of Life,Reefer Madness: The Movie Musical,The Producers,Thoroughly Modern Millie
215,"The title of what movie was translated in Hong Kong as American Virgin Man?
",American Pie,American Pie,The 40 Year Old Virgin,Van Wilder,American Wedding
216,"What movie title was translated in Israel as The Gun Died Laughing?
",The Naked Gun,Top Secret!,The Naked Gun,The Bounty Hunter,Loaded Weapon 1
217,"The title of this American movie was translated in Portugal as Meetings and Failures in Meetings but in Israel it is called Lost in Tokyo.
",Lost In Translation,Before Sunrise,Vicky Cristina Barcelona,Lost In Translation,Closer
218,"This movie title was translated in Thailand as Odd Couple, Wacky Trip, Go Together in Time for Birth
",Due Date,Old School,Role Models,Due Date,Accepted
219,"What American movie title was translated in China as Satan Female Soldier?
",G.I. Jane,Enemy at the Gates,Thor,G.I. Jane,Willow
220,"I couldnt quite remember how to throw a boomerang, but eventually ____________.
",it came back to me,it hit me like a rock,I threw my back out,I gave up,it came back to me
221,"Whenever I see five toes, I know _____________.
",something is a foot,theyre fake,theyre not all the same size,something is a foot,theres a leg attached
222,"Sleeping comes so naturally to me, I could do it _____________.
",with my eyes closed,while working,just daydreaming,with my eyes closed,while walking
223,"Cowboys donâ€™t roll joints. (Whats the next sentence?)
",They tumble weed.,They tumble weed.,They roll tobacco.,Willie Nelson told me the answer but I forgot.,They drink in joints.
224,"I know a guy whos addicted to brake fluid, but ______________.
",he says he can stop any time,hes going to switch to transmission fluid to keep him going,he say the feeling is like being on air,his breath smells terrible,he says he can stop any time
225,"The book of incantations was useless. The author had failed to ____________.
",run a spell check,run a spell check,send it to the publisher,provide the correct words to use,test them out beforehand
226,"I went to a seafood disco rave last week and ___________.
",pulled a mussel,played tennis with a squid,pulled a muscle,did a tango with an oyster,pulled a mussel
227,"Police were called to a daycare where a three-year-old was _____________.
",resisting a rest,kicking the dog,resisting a rest,biting his teacher,resisting arrest
228,"What are the colors of the apple cards in the party game Apples to Apples, also known as The Game of Hilarious Comparisons?
",red and green,red and white,orange and green,orange and red,red and green
229,"What scientist often told the story that he was inspired to formulate his theory of gravitation by watching the fall of an apple from a tree?
",Isaac Newton,Alexander Graham Bell,Georg Ohm,Blaise Pascal,Isaac Newton
230,"What famous band founded the Apple Records label in 1968?
",The Beatles,The Monkeys,The Rolling Stones,The Beatles,The Police
231,"William Tell, who, according to legend shot an apple off the head of his son, is a folk hero of this country.
",Switzerland,Switzerland,Germany,Austria,Norway
232,"Which of these people was not one of the co-founders of the Apple Inc. corporation?
",Paul Allen,Steve Wozniak,Steve Jobs,Ronald Wayne,Paul Allen
233,"In Latin, the word for apple (mÄlum) is nearly identical to a word that means which of the following?
",evil,seduction,mysterious,evil,fall
