,Questions,Correct,A,B,C,D
189,"What year did the classic John Hughes movie from the 80s Ferris Buellers Day Off first hit the theatres in the U.S.?
",1986,1982,1987,1983,1986
190,"In the classic 80s movie Ferris Buellers Day Off, what is the name of the high school that Ferris and his friends attend?
",Lake Forest,William Cullen Bryant,Crenshaw,Wake Forest,Lake Forest
191,"What actress played the part of Ferris sister, Jean Bueller, in the comedy movie Ferris Buellers Day Off ?
",Jennifer Grey,Cynthia Rhodes,Jennifer Grey,Kelly Bishop,Buffy Aholic
192,"In the 80s movie Ferris Buellers Day Off, Ferris convinces his nervous friend Cameron to take his fathers car for the day. What kind of car do they ride around in on their day off?
",Ferrari,Jaguar,Ferrari,Mercedes,Porsche
193,"In the movie Ferris Buellers Day Off, what excuse does Ferris give, in order to get his girlfriend Sloane out of school?
",Her grandmother died.,Her grandmother died.,Her uncle died.,Her grandfather died.,Her aunt died.
194,"What is the name of the principal  in the hit movie Ferris Buellers Day Off?
",Mr. Rooney,Mr. Looney,Mr. Mooney,Mr. Rooney,Mr. Mulrooney
195,"Mathew Broderick who played Ferris Bueller and Jennifer Grey became an item during the making of the movie Ferris Buellers Day Off.
",True,False,True,,
196,"In the movie Ferris Buellers Day Off, Ferris and his friends go to a fancy restaurant. Ferris claims to be the Sausage King Of Chicago. What is the name of the Sausage King that he pretends to be?
",Abe Froman,Abe Froman,Ferris Bueller,Gabe Sloman,Johnny Links
197,"In the classic 80s movie Ferris Buellers Day Off, during the Von Steuben Day Parade, Ferris hops onto a float and starts lip-syncing what Beatles song?
",Twist and Shout,Come Together,Hey Jude,Twist and Shout,"Please, Please Me"
198,"In the film Ferris Buellers Day Off , on their day off Ferris and his friends go to a baseball game, played at this stadium.
",Wrigley Field,Soldier Field,Comiskey Park,Wrigley Field,Chicago Stadium
199,"These kind of pants made Break Dancing a lot easier to do in the 1980s. They became so popular that every kid started wearing them and then presto, a fad was born.
",Parachute pants,Parachute pants,Pinstriped Lee Jeans,Cavariccis,Acid wash jeans
200,"Who was telling us that it was much Too Late For Goodbyes in 1985?
",Julian Lennon,Mike Hitchdawg,John Lennon,John Parr,Julian Lennon
201,"This former member of the group The Eagles had a hit song in 1985 with The Heat Is On.
",Glen Frey,Timothy B. Schmidt,Joe Walsh,Don Henley,Glen Frey
202,"At night I wake up with the sheets soaking wet, and a freight train running through the middle of my head is a verse from this 1985 Bruce Springsteen song.
",Im On Fire,Brilliant Disguise,Im On Fire,Glory Days,Born In The U.S.A.
203,"Cherish was a big hit song for this group in 1985.
",Kool  the Gang,Musical Youth,Tears For Fears,Ray Parker Jr. w/ Raydio,Kool  the Gang
204,"What year did Pixars movie Toy Story first come out in the movie theatres in the U.S.?
",1995,1995,1999,1998,2001
205,"What Hollywood actor provided the voice of Sheriff Woody in the hit movie Toy Story?
",Tom Hanks,John Ratzenberger,Peter Scolari,Tom Hanks,Tim Allen
206,"Tim Allen agreed to provide the voice of Buzz Lightyear in Toy Story, after Billy Crystal declined the part.
",True,True,False,,
207,"What was the name of the boy in Toy Story who lived next door to Andy and tortured his toys?
",Sid Philips,Sid Fernandez,Sid Philips,Sid Schmillips,Sid Billups
208,"What is the name of the arcade/restaurant to which Andy and his family go in the popular 90s movie Toy Story?
",Pizza Planet,Oooba Dooba,Pizza Planet,Super Amusements,Chuck E. Cheese
209,"In the movie Toy Story, Buzz is taken by Andys next door neighbor Sid. Sids sister Hannah decides to have a tea party with Buzz. What name does she give Buzz while they are playing together?
",Mrs. Nesbitt,Mrs. Bentzvi,Silverqueen,Eve,Mrs. Nesbitt
210,"At the end of the movie Toy Story, Andy and his sister are opening his Christmas presents and Buzz is worried that he will be replaced by a better toy. What does Andy get for Christmas?
",A pet dog,A barrel of monkeys,A pet dog,A new Woody doll,Tinker toys
211,"What year did the great sitcom from the 80s, The Cosby Show first hit the airwaves?
",1984,1984,1983,1986,1981
212,"In what city was the great 80s sitcom The Cosby Show filmed?
",New York City,Atlanta,Detroit,New York City,Philadelphia
213,"Which actress played Denise Huxtable on the 80s sitcom The Cosby Show?
",Lisa Bonet,Lisa Bonet,Keshia Knight Pulliam,Tempestt Bledsoe,Sabrina Le Beauf
214,"Where in NYC, did the Huxtable family live in the great series from the 80s The Cosby Show?
",Brooklyn,Queens,Brooklyn,Staten Island,The Bronx
215,"What was the nickname of Theos friend Walter Bradley on the hit television show The Cosby Show?
",Cockroach,Boner,Cockroach,Booger,Skippy
216,"Was there ever a spin-off series spawned from the 80s television sitcom The Cosby Show?
",Yes,No,Yes,,
217,"What was the name of the youngest Cosby kid on the hit television sitcom The Cosby Show?
",Rudy,Tootie,Rudy,Cher,Toshombi
218,"What was the name of the eldest daughters (Sondra Huxtable) husband on The Cosby Show?
",Elvin,Alvin,Theodore,Simon,Elvin
219,"What did Claire Huxtable from the hit sitcom The Cosby Show do for a living?
",She was an attorney.,She worked at a library.,She was an attorney.,She was an obstetrician.,She was a warehouse manager.
220,"What year did the popular sitcom The Cosby Show leave the airwaves?
",1992,1996,1994,1992,1991
221,"My wife was a ding-bat and my son-in-law was a meat-head. Me? I just worked on a loading dock, and drove a cab part time.
",Archie Bunker,Charles Ingalls,Archie Bunker,Homer Simpson,Mike Brady
222,"From 1966-1969 I captained The Starship Enterprise on what was supposed to be a 5-year mission.
",James T Kirk,Montgomery Scott,Hikaru Sulu,Mr. Spock,James T Kirk
223,"I was a New York City sewer worker and Ralph and Alice Kramdens upstairs neighbor on The Honeymooners.
",Ed Norton,Ed Norton,Ed Bensonhurst,Ed Horton,Ed Thornton
224,"From 1964 to 1972, I played the prettiest witch on TV. At least my husband Darrin thought so.
",Elizabeth Montgomery,Elizabeth Montgomery,Tina Louise,Betty White,Mary Tyler Moore
225,"From 1970-1975 my sloppy sportswriter roommate and I lived in a luxury apartment in New York City on the TV comedy The Odd Couple.
",Felix Unger,Oscar Unger,Oscar Madison,Felix Unger,Felix Madison
226,"I played the good-hearted, but dim-witted 1st mate on Gilligans Island.
",Bob Denver,Bob Denver,Russell Johnson,Alan Hale,John Denver
227,"From 1984-1992 I played, Heathcliff Huxtable, and was one of Americas favorite TV dads.
",Bill Cosby,Alan Thicke,Bill Cosby,Michael Gross,Reginald Vel Johnson
228,"My voice is the same as Dan Castellanetas, but so are Barney Gumbles, Krusty the Clowns, and Mayor Quimbys on the same TV show.
",Homer Simpson,Marge Simpson,Lisa Simpson,Homer Simpson,Bart Simpson
229,"What year  did the hilarious comedy movie Happy Gilmore first hit the movie theatres?
",1996,1990,1994,1992,1996
230,"What was Happy Gilmores favorite sport in the self-titled movie?
",Hockey,Golf,Football,Baseball,Hockey
231,"Who plays the role of washed-up-golf-pro-turned teacher Chubbs Peterson in the comedy Happy Gilmore?
",Carl Weathers,Apollo Creed,Paul Warfield,Billy Dee Williams,Carl Weathers
232,"How much does Happys grandmother owe to the IRS in the movie Happy Gilmore?
","$275,000","$275,000",$500.000,"$100,000","$350,000"
233,"What is the name of the obnoxious golfer in the hit movie Happy Gilmore?
",Shooter McGavin,Shooter McGavin,Lee Trevino,Biff Pocoroba,Shimon Bentzvi
234,"What color is the championship jacket for which Shooter and Happy are playing against each other in the movie Happy Gilmore?
",Gold,Blue,Yellow,Gold,Green
235,"Bob Barker from The Price Is Right appears in the hilarious comedy Happy Gilmore.
",True,True,False,,
236,"Ben Stiller appears in the movie Happy Gilmore.
",True,False,True,,
237,"In the movie Happy Gilmore, Happy takes his soon to be girlfriend, Virginia to an ice skating rink where they slow dance. What was the name of the song playing in the background while they were skating?
",Endless  Love,Endless  Love,50 Ways To Leave Your Lover,Just You And I,Baby Come To Me
238,"The movie Willy Wonka  the Chocolate Factory starred Gene Wilder as Willy Wonka.
",True,False,True,,
239,"The part of Grandpa Joe in Willy Wonka  the Chocolate Factory was played by actor Leonard Stone.
",False,False,True,,
240,"In the movie Willy Wonka  the Chocolate Factory, The Oompa Loompas were rescued by Mr. Wonka from Loompaland, where they were being eaten by terrible beasts.
",True,False,True,,
241,"At the end of the movie Willy Wonka  the Chocolate Factory, Willy Wonka gave Charlie the greatest gift he could offer him: The Chocolate Factory.
",True,True,False,,
242,"In the movie Willy Wonka  the Chocolate Factory, Violet Beauregarde indulged in an experimental chewing gum which simulated a three course meal consisting of chicken soup, meatloaf with mashed potatoes, and peach pie.
",False,False,True,,
243,"What year did the popular television sitcom Coach first hit the airwaves?
",1989,1989,1991,1987,1993
244,"Actor Craig T. Nelson played the Coach on the show of the same name. What was the coachs name?
",Hayden Fox,Harvey Fox,Hitch Fox,Hayden Fox,Gil  Again
245,"Who played the role of  the cheerful, but vacuous Assistant Coach Luther Van Dam on the popular show Coach?
",Jerry Van Dyke,Sherit Blackbelt,Jerry Van Dyke,Bill Fagerbakke,Travis McKenna
246,"What was the name of the longtime girlfriend/eventual wife of the Coach on the show of the same name?
",Christine Armstrong,Shannon Hoon,Christine Armstrong,Mary Mulcahy,Sally Legweak
247,"Actor Bill Fagerbakke, who plays Dauber Dybinski on the show Coach, also provides the voice for Patrick Star on the ultra popular childrens cartoon Spongebob Squarepants.
",True,True,False,,
248,"On the show Coach, what was the name of the fictional university at which the Coach worked?
",Minnesota State University,Georgia University,Iowa State University,Minnesota State University,Caciolo University
249,"What was the name of the coachs daughter on the long running hit sitcom Coach?
",Kelly,Kelly,Kelsey,Kitty,Cassie
250,"On the show Coach, Hayden  was asked to leave his college team and coach in the pros. He did make the move and took his coaching staff with him. What was the name of the team that Coach Fox coached?
",Orlando Breakers,Orlando Breakers,San Diego Gold,Minnesota Magic,New York Knights
251,"What television network carried the popular sitcom Coach?
",ABC,TBS,ABC,CBS,NBC
252,"What year did the popular sitcom Coach leave the airwaves?
",1997,1998,1997,1993,2000
253,"What year did the popular television show Night Court first  hit the airwaves?
",1984,1982,1986,1988,1984
254,"What actor played Judge Harry T. Stone on the hit 80s television show Night Court?
",Harry Anderson,Bill Withers,Harry Henderson,Harry Anderson,Richard Moll
255,"What actress from the popular 80s television show Night Court sang on Meat Loafs Bat Out Of Hell album (1977)?
",Ellen Foley,Markie Post,Marsha Warfield,Ellen Foley,Joleen Lutz
256,"Who was Judge Harry Stones musical idol on the television show Night Court ?
",Mel Torme,Frank Sinatra,Dean Martin,Mel Torme,Michael Jackson
257,"Who played Selma Hacker during the 1984-1985 season of the popular 80s television show Night Court?
",Selma Diamond,Judy Tenuta,Selma Diamond,Florence Halop,Marsha Warfield
258,"What was the name of the derelict on the 80s sitcom Night Court?
",Phil,Dan,Will,Steve,Phil
259,"Which actor starred in the TV series Night Court as Asst. D.A Dan Fielding?
",John Larroquette,Charles Robinson,John Larroquette,John Astin,Alan Alda
260,"Who played Public Defender Christine Sullivan on the hit television show Night Court?
",Markie Post,Maureen McCormick,Marsha Warfield,Markie Post,Ellen Foley
261,"What was the birthname of  the huge bald bailiff, Bull, played on the show Night Court by Richard Moll?
",Nostradamus,Socrates,Nostradamus,Paul,Aristotle
