,Questions,Correct,A,B,C,D
159,"Which of these events occurred on December 29, 1170 AD?
","Thomas Becket, Archbishop of Canterbury, was slain in his church","Thomas Becket, Archbishop of Canterbury, was slain in his church",Mongols crossed the Danube river into Hungary,Danish ships landed at Greenland and claimed it as a province,"Black Plague began in Genoa, Italy"
160,"With what nations military did the US conduct desert exercises in 1981?
",Egypt,Iraq,Saudi Arabia,Egypt,Iran
161,"The US mining of what nations harbors created a congressional frenzy in April of 1984 and was  a case heard by the International Court of Justice?
",Nicaragua,Japan,Qatar,Panama,Nicaragua
162,"The US Federal Governments deficit in 1983 exceeded $250 billion?
",False,False,True,,
163,"In what state was Claus von Bulow prosecuted?
",Rhode Island,Rhode Island,Arkansas,Illinois,Virginia
164,"President Reagan was shot in 1981 as he left this hotel.
",The Washington Hilton,"Ritz-Carlton, Washington DC",The Washington Hilton,The St. Regis Washington DC,"Park Hyatt, Washington"
165,"By 1983, less than 10% of all movie theaters in America had only one of these.
",Screen,Stadium seating theater,Ticket register,Concession stand,Screen
166,"What major comic book character underwent a costume change in 1984, wearing a suit that was black and white instead of blue and red?
",Spiderman,Superman,Spiderman,Captain America,Batman
167,"Iran invaded Iraq in 1981.
",False,False,True,,
168,"The Battle of Gettysburg was fought on these dates.
","July 1-2-3, 1863","July 1-2-3, 1863","June 28-29-30, 1863","September 4-5-6, 1863","July 10-11-12, 1863"
169,"Robert E. Lee commanded the Confederate army at Gettysburg. Who led the Union forces?
",George Meade,George Meade,Winfield Scott,Daniel Sickles,Ulysses Grant
170,"Which of these landmarks could not be found on the Gettysburg battlefield?
",Hells Half Acre,Little Round Top,Devils Den,Hells Half Acre,Seminary Ridge
171,"This twenty-year-old was the only civilian killed during the Battle of Gettysburg.
",Jennie Wade,Benjamin Bryan,Michael Cordori,Wesley Culp,Jennie Wade
172,"This 70-year-old citizen of Gettysburg grabbed his rifle during the first day of the battle and joined the Unions Iron Brigade. Not surprisingly, he was the only civilian to take part in the battle itself.
",John Burns,Donald Pfanz,Richard Sommers,John Proctor,John Burns
173,"General Lees three corps commanders at Gettysburg were Longstreet,  A.P. Hill and who else?
",Richard Ewell,Richard Ewell,Richard Garnett,Issac Trimble,Johnston Pettigrew
174,"This Union general was killed by a sniper on the first day of the Battle of Gettysburg.
",John Reynolds,Abner Doubleday,Joshua Chamberlain,John Reynolds,John Sedgwick
175,"This cavalry officer commanded the Union cavalry at Gettysburg.
",John Buford,George Custer,John Buford,Judson Kilpatrick,Wesley Merritt
176,"Abraham Lincoln signed the Emancipation Proclamation shortly after the Battle of Gettysburg.
",False,False,True,,
177,"WW II started on September 1, 1939 when Germany invaded which country?
",Poland,Poland,The Soviet Union,Austria,Czechoslovakia
178,"At the beginning of WW II, The British and the French were so surprised by the swiftness of the German attack on its neighbor that for some time no response ensued. This period lasted till May, 1940 and is known by what name?
",Phony War,Phony War,Blitzkrieg,Anschluss,Boer War
179,"In February 1945, Churchill, Roosevelt and Stalin met in Yalta to discuss the future of  post - war Europe. The Yalta Conference produced important decisions, one of which stated that there would be free elections in Czechoslovakia.
",False,True,False,,
180,"This operation, led by General Dwight Eisenhower, was launched on 8 November 1942 and it was aimed at gaining control over Morocco and Algeria.
",Operation Torch,Operation Overlord,Operation Anthropoid,Operation Torch,Operation Countenance
181,"The Tripartite Pact was signed on September 27, 1940 by Germany, Italy and Japan. Later, three more countries joined - Hungary, Romania and Bulgaria. When did Bulgaria join the pact?
","March 1, 1941","November 20, 1940","March 3, 1941","November 23, 1940","March 1, 1941"
182,"This May 1942 battle was the first one to be fought only by aircraft carriers.
",Battle of the Coral Sea,Battle of the Coral Sea,Battle of Midway,Battle of the Aleutian Islands,Battle of the Leyte Gulf
183,"Even though mainland Britain was not actually invaded in World War II, it had prepared a resistance movement, known under what name?
",Auxiliary Units,Home Guard,Dukes,Auxiliary Units,Partisans
184,"Who accepted the surrender of the German military forces in Northwest Germany, Holland and Denmark on May 4, 1945?
",General Montgomery,General Zhukov,General Jacques Leclerc,General Montgomery,General George Marshall
185,"Before committing suicide, Adolf Hitler appointed his successors. Schwerin von Krosigk was one of them.
",False,True,False,,
186,"Which plane was the first operational turbojet to take part in WW II?
",Messerschmitt 262,Heinkel He 178,Gloster Meteor,Messerschmitt 262,Arado Ar 234
187,"During World War I Germany built and used one of the biggest guns in military history, Big Bertha. It fired 2,100 lb (820 kg) shells at a range of 15 km (9.3 miles) and was used in the assault of Verdun. Big Bertha was named after this member of the designers family.
",His wife,His mother,His wife,His grandmother,His mother-in-law
188,"Even though Bertha was a formidable gun, this one was even bigger. Paris Gun was used to bombard Paris during World War I. What was its main purpose?
",To attack the morale of enemy soldiers,To demolish large buildings,To kill as many civilians as possible,To bombard important bunkers,To attack the morale of enemy soldiers
189,"Lange Max (long Max) was a World War I German cannon officially called 38cm SKL/45.  Long Max was derived from the Paris Gun.
",False,True,False,,
190,"One of the most accomplished ballistics engineers, Gerald Bull, was head of project HARP. The Pentagon and the Canadian Department of National Defence joined efforts in this project, trying to study ballistics of re-entry vehicles at low cost. They used 16 inch (406 mm) 50 caliber gun, which was later extended to 100 calibers (40 m), to fire shells toward the Atlantic at 3600 m/s. Do you know what HARP stood for?
",High Altitude Research Project,Hazard Assessment of Rocket Propellants,Helping to Attract and Recruit Project,Highly Autonomous Roving Projectile,High Altitude Research Project
191,"During World War I and II, this German family created some of the biggest guns in the world. In the years of WW I they sold cannons to the the Entente as well as the Central Powers. Their work became the center for German rearmament after 1933 (when Hitler came to power).
",Krupp,Krupp,Nathan,Kramer,Gustav
192,"Two of the German K5(E) guns were called Anzio Annes, because they shelled the coast of Anzio during WW II.
",True,False,True,,
193,"Six gigantic guns were created during World War II, with the help of general Karl Baker. They were called Karl Monsers and were used in the Brest-Litovsk and Warsaw uprisings. What was their other deployment during the War?
",The siege of Sevastopol,The defence of Berlin,The siege of Stalingrad,The siege of Moscow,The siege of Sevastopol
194,"This is the biggest gun ever to be completed. It was 43 m (141 feet) long, weighed 1350 tons and fired 7 ton shells at range of 40 km (25 miles). It was capable of piercing a meter (3.3 feet) of steel or 7 meters (23 feet) of concrete. One of the two ever built guns of this type was called Schwerer Gustav. What was the name of the other one?
",Dora,Sturmtiger,Leopold,Robert,Dora
195,"Tsar Pushka, the biggest cannon of its time, was created in Russia in 1586 and was later used to defend the Kremlin.
",False,False,True,,
196,"Gerald Bull took part in another supergun program - project Babylon. He supplied the plans for a series of gigantic guns, but fortunately only one of them (the smallest one) was completed. This person commissioned the project.
",Saddam Hussein,William Clinton,Saddam Hussein,Slobodan Milosevic,Yasser Arafat
197,"The 1990s introduced us all to grunge music. Which popular grunge band are known for their 1994 song Black Hole Sun?
",Soundgarden,Alice in Chains,Nirvana,Soundgarden,Pearl Jam
198,"On what cartoon from the 90s did we meet the characters Tommy, Angelica, and Chuckie?
",Rugrats,Animaniacs,Hey Arnold!,Rugrats,Rockos Modern Life
199,"John Gray wrote the popular book Men Are From Mars, Women Are From Venus.
",True,True,False,,
200,"This independent horror film tells the story of 3 student filmmakers who get lost in the woods and are tormented by a legend witch.
",The Blair Witch Project,The Amityville Curse,Bad Moon,Army of Darkness,The Blair Witch Project
201,"On August 12 of this year, the Major League Baseball players went on strike which resulted in the cancellation of the World Series.
",1994,1991,1993,1994,1996
202,"In what year did the popular sitcom, Friends, first air?
",1994,1994,1992,1993,1995
203,"Which movie star was featured in the only movie about the Vietnam War that was made during the war?
",John Wayne,John Wayne,Forest Whitaker,Tom Cruise,Tom Berenger
204,"This Hollywood veteran played Sgt. Muldoon in a 1968 movie about the war in Vietnam.
",Aldo Ray,Jim Hutton,Tim Hutton,Aldo Ray,R. Lee Ermey
205,"This 1978 movie was about a group of American soldiers who went to fight in Vietnam. They could get out of combat if they threw a soccer match, but they refused to do so.
",The Boys in Company C,Full Metal Jacket,Pork Chop Hill,Hamburger Hill,The Boys in Company C
206,"This actor, who starred in the movie Good Morning, Vietnam, also acted in the TV series Walker: Texas Ranger.
",Noble Willingham,Chuck Norris,Noble Willingham,R. Lee Ermey,John McGinty
207,"Which Vietnam movie featured Tom Cruise, Tom Berenger and Willem Dafoe?
",Born on the Fourth of July,Full Metal Jacket,Born on the Fourth of July,Platoon,Hamburger Hill
208,"Who directed the 1986 movie Platoon?
",Oliver Stone,Oliver Stone,Willem Dafoe,Brian DePalma,Tom Berenger
209,"The  main actors in Platoon had to go through a 14-day military boot camp.
",True,False,True,,
210,"Who directed the 1989 movie Casualties of War?
",Brian DePalma,Brian DePalma,Oliver Stone,Stanley Kubrick,Ray Kellogg
211,"Who directed the 1987 film Full Metal Jacket?
",Stanley Kubrick,Oliver Stone,Roy Kovic,Stanley Kubrick,Brian DePalma
